surname,caste,confidence
GUNTAKALA,Kamma,medium
GUNTAMUKKALA,Kamma,medium
GUNTIKA,Kamma,medium
GUNTIPALLI,Kamma,medium
GUNTUKU,Kamma,medium
GUNTUPALIL,Kamma,medium
GUNTUPALLI,Kamma,high
GUNTURU,Kamma,medium
GUNUPUTI,Kamma,medium
GUPTHA,Brahmin,medium
GURAJAALA,Kamma,medium
GURAJALA,Kamma,medium
GURALA,Kamma,medium
GURAM,Kamma,medium
GURAPUSALA,Kamma,medium
GURAZADA,Kamma,medium
GURIJALA,Kamma,medium
GURIVINDAPALLI,Kamma,low
GURRA,Kamma,medium
GURRALA,Kapu,medium
GURRAM,Kapu,high
GURRAMU,Kamma,medium
GURRAPUSALA,Kamma,medium
GURUGUBELLI,Kapu,medium
GURUJALA,Kamma,medium
GURUMURTHY,Brahmin,medium
GUTHA,Kapu,medium
GUTHALA,Kamma,medium
GUTHI,SC,medium
GUTHIKONDA,Kamma,medium
GUTLAPALLI,Kamma,medium
GUTTA,Kapu,high
GUTTAPALLI,Kamma,low
GUTTAVILLI,Kamma,medium
GUTTHA,Kamma,medium
GUTTHIKONDA,Kamma,medium
GUTTI,Kapu,medium
GUTTIKONDA,Kamma,medium
GUTTLA,Kamma,medium
GUTTULA,Kamma,medium
GUTURU,Kamma,medium
GUUDURI,Kamma,medium
GUUDURU,Kamma,medium
GUUNULA,Kamma,medium
GUVVALA,Kapu,medium
GUZZARLAPUDI,Kamma,low
HADDANURI,Kamma,medium
HAMPAPURAM,Kamma,medium
HANUMANTHU,Kamma,medium
HANUMANULA,Other,low
HANUMARA,Kamma,medium
HANUMOLU,Kamma,medium
HARIBANDI,SC,medium
HASAN,Muslim,high
HASSAN,Muslim,high
HETAPUDI,Other,medium
HONELLI,Kamma,medium
IBRAHIM,Muslim,high
IDALA,Kamma,medium
IDAMAKANTI,Reddy,high
IDIVADA,Kamma,medium
IDIYAALA,Kamma,medium
IDPULAPATI,Kamma,medium
IDULAPETA,Kamma,medium
IDUPALAPATI,Kamma,high
IDUPULA,Kamma,medium
IDUPULAPATI,Kamma,high
IEDUPULAPATI,Kamma,medium
IGUTURI,Reddy,high
IKKURTHI,Kamma,medium
IKKURTHY,Other,low
ILAPAKURTY,Kamma,medium
ILAPURAM,Kamma,medium
ILLIPILLA,Kamma,medium
ILLURI,Kamma,medium
IMADABATTHUNI,Kamma,medium
IMMADI,Kamma,medium
IMMADISETTI,Vysya,high
IMMADISETTY,Vysya,high
IMMANENI,Kamma,low
IMMANNI,Kamma,medium
IMMU,Kamma,medium
IMPARLA,Kamma,medium
INAALA,Kamma,medium
INAGADAPA,Kamma,medium
INAGALLA,Kamma,medium
INAGANTI,Kamma,medium
INAKOLLU,Kamma,medium
INALA,Kapu,medium
INAMPUDI,Kamma,high
INAMPUUDI,Kamma,medium
INANPUDI,Kamma,medium
INAPUDI,Kamma,medium
INAVOLU,Kamma,medium
INDEMODALU,Kamma,medium
INDHURTI,Kamma,medium
INDLA,Kamma,medium
INDLAMODALU,Kamma,medium
INDLAMUDI,Kamma,medium
INDLAMURI,Kamma,medium
INDRAKANTI,Kamma,medium
INDRAPURAMU,Kamma,medium
INDUKURI,Kamma,medium
INDUKURU,Kamma,medium
INDUPURU,Kamma,medium
INDURTHI,Kamma,high
INDURTHY,Kamma,medium
INDURTI,Kamma,high
INGI,Kamma,medium
INGUVA,Kamma,medium
INJAM,Kamma,medium
INJAMURI,Kamma,medium
INKOLLU,Kamma,medium
INNAGANTI,Kamma,high
INNAMURI,Kamma,medium
INTI,Kamma,medium
INTURI,Kamma,medium
INTURU,Kamma,medium
INUGANTI,Kamma,medium
INUKOLLU,Kamma,medium
INUKULLA,Kamma,medium
INUMULA,Kamma,medium
IPPARLA,Kamma,medium
IPURI,Kamma,medium
IRIGINENI,Kamma,medium
IRIKULAPATI,Brahmin,medium
IRPINA,Kamma,medium
IRRINKI,Kapu,medium
IRUGULAPATI,Kamma,medium
IRUKULAPATI,Kamma,medium
IRUVURU,Kamma,high
ISIKEPALLI,Kamma,medium
ISLAVATH,ST,medium
ISUKAPALLI,Kamma,medium
ISUKUPALLI,Kamma,medium
ITHAMU,Kamma,medium
JAALADI,Kamma,medium
JAAMANDALA,Kamma,medium
JABEEN,Muslim,high
JADAPALLI,Kamma,low
JADDA,Kamma,medium
JAGAM,Kamma,medium
JAGARLAMUDI,Kamma,high
JAGATHA,Kapu,medium
JAGATI,Kamma,medium
JAGGAMSETTI,Vysya,high
JAGUROTHULA,Kamma,medium
JAIN,Vysya,medium
JAINI,Other,medium
JAKKA,Kapu,medium
JAKKALA,SC,medium
JAKKAM,Kamma,medium
JAKKAMPUD,Kamma,medium
JAKKAMPUDI,Kamma,medium
JAKKIREDDY,Reddy,high
JALADI,Kamma,medium
JALAJAM,Kamma,high
JALAM,Kamma,medium
JALAVARTI,Kamma,medium
JALI,Kapu,medium
JALIPARTHI,Kamma,medium
JALLA,Kapu,medium
JALLELAMUDI,Kamma,medium
JALLEPALLI,Kamma,low
JALLI,Kapu,medium
JALLIGAMPALA,Kamma,medium
JALLURI,Kamma,medium
JAMALAPURAM,Kamma,medium
JAMALAPURAPU,Other,medium
JAMALLAMUDI,Kamma,low
JAMBUGUNPULA,Kamma,medium
JAMBULADINNE,Kamma,medium
JAMBULAMUDI,Kamma,medium
JAMI,Kamma,medium
JAMMALA,Kapu,medium
JAMMI,Brahmin,medium
JAMMIGUMPULA,Kamma,medium
JAMMIGUNPU,Kamma,medium
JAMMULA,Kamma,high
JAMPALA,Kamma,medium
JAMPALLI,Kamma,medium
JAMPANA,Kamma,medium
JAMPANI,Kapu,medium
JAMULAMUDI,Kamma,medium
JANAPAREDDI,Reddy,high
JANAPATI,Kapu,medium
JANDHYALA,Kamma,medium
JANDYALA,Brahmin,medium
JANDYAM,Kamma,medium
JANGA,Kapu,medium
JANGALA,Kamma,medium
JANGALAMUDI,Kamma,medium
JANGAM,SC,high
JANJAM,Kapu,medium
JANJANAM,Brahmin,medium
JANJURU,Kamma,medium
JANPANA,Kamma,medium
JANPANI,Kamma,medium
JANYAVULA,Kamma,medium
JARAPANENI,Kamma,medium
JARUGULA,Kapu,medium
JARUGULLA,Kapu,medium
JARUGUMILLI,Kamma,medium
JASTHI,Kamma,high
JASTI,Kamma,high
JASTRI,Kamma,medium
JASTY,Kamma,medium
JATTI,Kamma,medium
JATTLU,Kamma,medium
JAVANPULA,Kamma,medium
JAVVADI,Kamma,medium
JAVVAGI,Kamma,medium
JAVVAJI,Kamma,medium
JAVVALI,Kamma,medium
JAYARAM,Brahmin,medium
JAYAVARAPU,Kamma,high
JAYAVARATHANAVELU,Brahmin,medium
JELLI,Kamma,medium
JEMUNIGANI,Kamma,medium
JESTA,Kamma,medium
JESTALU,Kamma,medium
JETTI,Vysya,medium
JETTY,Vysya,medium
JIDUGU,Kamma,medium
JILANI,Muslim,medium
JILLELLA,Reddy,high
JILLELLAMUDI,Kamma,medium
JILVALI,Kamma,medium
JIVI,Kamma,medium
JIVVAJI,Kamma,medium
JOGI,Kapu,medium
JOGUPARTI,Kamma,medium
JOLLA,Reddy,high
JONALAGADDA,Kamma,low
JONNA,Kapu,medium
JONNADULA,Kamma,medium
JONNAGADLA,Kamma,medium
JONNAKOOTI,Kamma,medium
JONNAKUTI,Kamma,medium
JONNAKUTTI,Kamma,medium
JONNAKUTY,Kamma,medium
JONNALA,Kapu,medium
JONNALAGADA,Kamma,medium
JONNALAGADDA,Kamma,high
JONNALAGEDDAA,Kamma,medium
JONNAVITTULA,Brahmin,medium
JOOLAGANTI,Kamma,medium
JOUNDLA,Kamma,medium
JUJALA,Kapu,medium
JUJJAVARAPU,Kamma,medium
JUJJURI,Kamma,high
JUJJURU,Kamma,medium
JUJJUVARAPU,Kamma,medium
JULAPALLI,Kamma,low
JULURU,Kamma,medium
JUMMULA,Kapu,medium
JUNJARAMPALLE,Kamma,medium
JUNNAREDDI,Kamma,medium
JUPALLE,Kamma,medium
JUPALLI,Kamma,low
JUPUDI,Kamma,medium
JUTTLA,Kamma,medium
JUTU,Kapu,medium
JUTURI,Kamma,medium
JUVVA,Kamma,medium
JWALA,Kamma,medium
JYOTHULA,Kapu,medium
KAAKARA,Kamma,medium
KAALAPI,Kamma,medium
KAALINNI,Kamma,medium
KAAPA,Kamma,medium
KAARAMSETTY,Vysya,high
KAARASAALA,Kamma,medium
KAARASAANI,Kamma,medium
KAASAA,Kamma,medium
KAASARA,Kamma,medium
KAASARAGADDA,Kamma,medium
KAASARANENI,Kamma,medium
KAASAVEEDU,Kamma,medium
KAASU,Kamma,medium
KAASULA,Kamma,medium
KAATA,Kamma,medium
KAATEPALLI,Kamma,medium
KAATINNI,Kamma,medium
KABHAMPATI,Brahmin,medium
KACHALLA,SC,medium
KACHAM,Kamma,medium
KACHARLA,Kamma,high
KADAALA,Kamma,medium
KADALI,Kapu,medium
KADAVAKOLLU,Kamma,medium
KADIMICHERLA,Kamma,medium
KADIRI,Kamma,medium
KADIVENDI,Kamma,medium
KADIYALA,Brahmin,medium
KADIYAM,Kamma,high
KADUNUURU,Kamma,medium
KADUPU,Other,low
KADURI,Kamma,medium
KADURU,Kamma,high
KAGGA,Kapu,medium
KAGITHALA,Reddy,high
KAGITHAPU,Kapu,medium
KAGOLLU,Kamma,medium
KAILA,Kapu,medium
KAIPU,Reddy,high
KAJA,Kapu,medium
KAJJAYAM,Kapu,low
KAJULURI,Kamma,medium
KAKA,Kapu,medium
KAKANI,Kamma,medium
KAKARALA,Kamma,medium
KAKARLA,Kamma,high
KAKARLAMUDI,Kamma,low
KAKARLAPUDI,Kamma,low
KAKI,Kapu,medium
KAKKERA,Kamma,medium
KAKOLLU,Other,medium
KAKOLU,Kamma,medium
KAKRALLA,Kamma,medium
KAKRLA,Kamma,medium
KAKU,Kamma,medium
KAKULA,Kamma,medium
KAKUMAANU,Kamma,medium
KAKUMANI,Kamma,medium
KAKUMANU,Kamma,high
KAKURI,Kamma,medium
KAKURLA,Kamma,medium
KALAGARA,Kapu,medium
KALAGOTLA,Kamma,medium
KALAHASTI,Kapu,medium
KALAHSTI,Kamma,medium
KALAKOTA,Kamma,medium
KALANGI,Kamma,medium
KALAPAALA,Kamma,medium
KALAPALA,Kamma,medium
KALAPATI,Kamma,medium
KALARI,Kamma,medium
KALATHOTI,SC,medium
KALAVAKOLLU,Kamma,medium
KALAVAKURI,Kamma,high
KALEPALLI,Kamma,low
KALIDERA,Kamma,medium
KALIDINDI,Kamma,medium
KALIGATLA,Kamma,medium
KALIGINEEDI,Kamma,medium
KALISETI,Vysya,high
KALISETTY,Vysya,high
KALISI,Kamma,medium
KALISIKATU,Kamma,medium
KALIVARAPU,Kamma,medium
KALIVELU,SC,medium
KALLA,Kamma,medium
KALLAKURI,Kamma,medium
KALLAM,Kamma,medium
KALLE,Other,medium
KALLEM,Kamma,medium
KALLEPALLI,Kamma,low
KALLURI,Kamma,medium
KALLURU,Kamma,medium
KALUGURI,Kapu,medium
KALUVAKOLLU,Kamma,medium
KALVA,Kapu,medium
KALVAKOLLU,Kamma,medium
KALWAKURI,Brahmin,medium
KALYANAPU,Kamma,medium
KAMANA,Kamma,medium
KAMANCHI,Kamma,medium
KAMANI,Kamma,medium
KAMARAJUGADDA,Kamma,medium
KAMATAM,Kamma,medium
KAMATHAM,Kamma,medium
KAMBAMPATI,Kamma,medium
KAMBHAM,Kamma,medium
KAMBHAMMETTU,Kamma,medium
KAMBHAMPATI,Kamma,high
KAMBOJI,Kapu,medium
KAMCHARLA,Kamma,medium
KAMEPALLI,Kamma,medium
KAMINEDI,Kamma,medium
KAMINENI,Kamma,high
KAMINETI,Kamma,medium
KAMINI,Kamma,medium
KAMINNI,Kamma,medium
KAMIREDDY,Kamma,medium
KAMISETTI,Vysya,high
KAMISETTY,Vysya,high
KAMJULA,Kamma,medium
KAMKANALA,Kamma,medium
KAMKINI,Kamma,medium
KAMMA,Kamma,high
KAMMACHAVALA,Kamma,medium
KAMMACHICHHU,Kamma,medium
KAMMAVARU,Kamma,medium
KAMMELA,Kamma,medium
KAMMILI,Kamma,medium
KAMMITI,Kamma,medium
KAMMULA,Kapu,medium
KAMPATI,Kamma,medium
KAMRA,Kamma,medium
KAMSALA,Kamma,medium
KAMSALI,SC,high
KAMSANI,Kamma,medium
KAMTAM,Kamma,medium
KAMTHAM,Kamma,medium
KANAGALA,Kamma,medium
KANAJAM,SC,medium
KANAKADELA,Kamma,medium
KANAKALA,Brahmin,medium
KANAKALAPATI,Kamma,medium
KANAKAMALLA,Kamma,medium
KANAKAMEDALA,Kamma,medium
KANAKANALA,Kamma,medium
KANAKANCHI,Kamma,medium
KANAKAPALLI,Kamma,medium
KANAMARLAPUDI,Kamma,medium
KANAMUKKALA,Kamma,medium
KANAPALA,Kamma,medium
KANAPAREDDY,Reddy,high
KANAPARTHI,Kamma,medium
KANAPARTHY,Kamma,medium
KANAPARTI,Kamma,medium
KANASANI,Kamma,medium
KANATARAPU,Kamma,medium
KANATHARAPU,Kamma,medium
KANATHARUPU,Kapu,medium
KANATHAVARAPU,Kamma,medium
KANAYNAM,Kamma,medium
KANCHARAKUNTLA,Kamma,medium
KANCHARALA,Kamma,medium
KANCHARAPU,Kapu,medium
KANCHARLA,Kamma,high
KANCHERLA,Kamma,medium
KANCHETI,Kamma,medium
KANCHI,Kamma,medium
KANCHUMARTI,Kamma,medium
KANDAKATLA,Kamma,medium
KANDALA,Kamma,medium
KANDAPALLI,Kamma,medium
KANDARA,Kamma,medium
KANDARPU,Kamma,medium
KANDATI,Kamma,medium
KANDELA,Kamma,medium
KANDEPI,Kamma,medium
KANDEPU,Kamma,medium
KANDHETI,Kamma,medium
KANDHI,Kamma,medium
KANDHIKANTI,Kamma,medium
KANDHIKATTU,Kamma,medium
KANDI,Kamma,medium
KANDIBALLA,Kamma,medium
KANDIBEDALA,Kamma,medium
KANDIKAYALA,Kamma,medium
KANDIMALLA,Kamma,high
KANDIYALA,Kamma,medium
KANDRA,Kapu,medium
KANDREGULA,Kamma,medium
KANDRU,SC,medium
KANDUKURI,Kamma,medium
KANDULA,Kapu,medium
KANDULAKUNTA,Kamma,medium
KANDYLA,Kamma,medium
KANGAMANENI,Kamma,medium
KANIGALAPULA,Kamma,medium
KANIGALPULA,Kamma,medium
KANIGANTI,Kamma,medium
KANIGIRI,Kamma,medium
KANIJAM,SC,medium
KANIKANTI,Kamma,medium
KANIMILLI,Kamma,medium
KANJU,Kamma,medium
KANJULA,Kamma,medium
KANKALAPATI,Brahmin,medium
KANKANALA,Kamma,medium
KANKANAMPATI,Kamma,medium
KANKIPATI,Kapu,medium
KANNA,Kapu,medium
KANNEBOYINA,Kapu,medium
KANNEDARI,Kapu,medium
KANNEGANTI,Kamma,medium
KANNEKANTI,Kamma,medium
KANNETI,Kamma,medium
KANNIGANTI,Kamma,medium
KANNIKANTI,Kamma,medium
KANNURI,Kamma,medium
KANOLLA,Kamma,medium
KANPARTHI,Kamma,medium
KANTAM,Reddy,high
KANTAMANEEDU,Kamma,medium
KANTAMANENI,Kamma,high
KANTAMANI,Kamma,medium
KANTAMANNENI,Kamma,medium
KANTAMNENI,Kamma,high
KANTAMU,Kamma,medium
KANTAMUNENI,Kamma,low
KANTE,Kamma,medium
KANTENI,Kamma,medium
KANTEPUDI,Kamma,medium
KANTETI,Kamma,high
KANTHATI,Kamma,medium
KANTHETI,Kamma,high
KANTINENI,Kamma,medium
KANTIPUDI,Kamma,medium
KANTTAM,Kamma,medium
KANTU,Kamma,medium
KANUBADDHI,Kamma,medium
KANUBOTHULA,Kamma,medium
KANUGANTI,Kapu,medium
KANUGOLU,Kamma,medium
KANUGULA,Kamma,medium
KANUKOLANU,Kamma,medium
KANUKOLLU,Kamma,medium
KANUKULANU,Kamma,medium
KANUKURTI,Kamma,medium
KANULLA,Kapu,medium
KANUMAELLI,Kamma,medium
KANUMELLI,Kamma,medium
KANUMILLI,Kamma,medium
KANUMURI,Kamma,medium
KANUMURTI,Kamma,medium
KANUMURU,Kamma,medium
KANUPALLI,Kamma,medium
KANURI,Kamma,medium
KANURU,Kamma,medium
KANYADHARA,Kamma,medium
KAPA,Kapu,medium
KAPALAVAYI,Kamma,medium
KAPARAPU,Kapu,medium
KAPAROUTHU,Kapu,medium
KAPARTHI,Kamma,medium
KAPAVARAPU,Kamma,high
KAPILAVAI,Kamma,medium
KAPPAGANTHULA,Kamma,medium
KAPPAGANTI,Kamma,medium
KAPPALA,Kamma,medium
KAPU,Kamma,medium
KAPUGANTI,Kamma,medium
KAPULA,Kamma,medium
KARADETI,Kamma,medium
KARADI,Kapu,medium
KARAGALA,Kamma,medium
KARAJAALA,Kamma,medium
KARAMPUDI,Kamma,medium
KARAMSETTY,Vysya,high
KARANAM,Kamma,high
KARANAMU,Kamma,medium
KARANTI,Kamma,medium
KARANUTHALA,Kamma,medium
KARASALA,Kamma,medium
KAREMPUDI,Kamma,medium
KAREMPUDIVENKATARAO,Other,medium
KARETI,Kapu,medium
KARI,Kapu,medium
KARICHETI,Kamma,medium
KARIMISHETTI,Kamma,high
KARIPINENI,Kamma,low
KARIVARU,Kamma,medium
KARIVINENI,Kamma,medium
KARIYAVULA,Kamma,medium
KARKATI,SC,medium
KARLA,Kapu,medium
KARLADI,Kamma,medium
KARLAPALEM,Kamma,medium
KARLAPUDI,Kamma,medium
KARLAPUUDI,Kamma,medium
KARMAVARU,Kamma,medium
KARMURI,Kamma,medium
KARNAATI,Kamma,medium
KARNAM,Kamma,high
KARNATI,Kapu,medium
KARPURAM,Kamma,medium
KARPURAPU,Kapu,medium
KARRA,Kapu,medium
KARRE,Kamma,medium
KARREVULA,Kamma,medium
KARRI,Kapu,medium
KARRIMSETTY,Vysya,high
KARRY,Kapu,low
KARUCHERLA,Kamma,medium
KARUCHOLA,Kapu,medium
KARUKONDA,Kamma,medium
KARUKUMALLI,Kamma,medium
KARUMAJJI,Kamma,medium
KARUMANCHI,Kamma,high
KARUMILLI,Kamma,medium
KARUMUDI,Kamma,medium
KARUMURI,Kapu,medium
KARUMURU,Kamma,medium
KARUR,Kamma,medium
KARUTURI,Kamma,medium
KARYAMSETTI,Vysya,high
KARYAMSETTY,Vysya,high
KASANI,Kamma,medium
KASARAGADDA,Kamma,medium
KASARANENI,Kamma,medium
KASARNENI,Kamma,low
KASDHALA,Kamma,medium
KASI REDDY,Reddy,high
KASIMALA,SC,medium
KASIMBI,Muslim,medium
KASINA,Kamma,medium
KASINDULA,Kamma,medium
KASINEDI,Kamma,medium
KASINNI,Kamma,medium
KASIRAO,Kamma,medium
KASIREDDY,Reddy,high
KASTALA,Kamma,medium
KASTURI,Kamma,medium
KASUGURTHI,Kamma,medium
KASUKURTHI,Kamma,medium
KASUKURTI,Kamma,medium
KASULA,SC,medium
KASUMARTI,Kamma,medium
KASUNURI,Kamma,medium
KATA,Kapu,medium
KATAARI,Kamma,medium
KATABATHUNI,Kapu,medium
KATAKAM,Kapu,medium
KATAKOTA,Kamma,medium
KATAKUTI,Kamma,medium
KATAM,Kamma,medium
KATAMANENI,Kamma,medium
KATAMREDDY,Reddy,high
KATARI,Kapu,medium
KATARU,Kamma,medium
KATASANI,Kamma,medium
KATEPALLI,Kamma,medium
KATHA,Reddy,high
KATHINENI,Kamma,medium
KATIKALA,Kapu,medium
KATIKELA,Kapu,medium
KATLA,Kapu,medium
KATLAGUNTA,Kapu,medium
KATLAMUDI,Kamma,medium
KATLURU,Kamma,high
KATNENI,Kamma,low
KATRAGADDA,Kamma,high
KATRAGUNTA,Kamma,high
KATRAVARU,Kamma,medium
KATREDDI,Reddy,medium
KATTA,Kapu,high
KATTABATHULA,Kamma,medium
KATTALA,Kamma,medium
KATTAMUDI,Kamma,low
KATTAMURI,Kamma,medium
KATTARI,Kamma,medium
KATTAVARAPU,Kamma,high
KATTEBOENA,Kapu,medium
KATTEPOGU,SC,high
KATTHI,Kamma,medium
KATTIKOLU,SC,medium
KATTIKUUTI,Kamma,medium
KATTINENI,Kamma,medium
KATTIPOGU,SC,medium
KATTU,Kamma,medium
KATTULA,Kamma,medium
KATTULU,Kamma,medium
KATTUMALLA,Kamma,medium
KATTUNGA,Kamma,medium
KATUKOTA,Kamma,medium
KATUPALLI,Kamma,low
KATUPILLA,Kapu,low
KATURI,Kamma,medium
KATUURI,Kamma,medium
KAVALAKUNTLA,Kamma,medium
KAVARTHAPU,Kamma,medium
KAVATARAPU,Kamma,medium
KAVATI,Kamma,medium
KAVULURI,Kamma,medium
KAVURI,Kamma,high
KAVURU,Kamma,high
KAVVURI,Kamma,medium
KAVVURU,Kamma,medium
KAZA,Brahmin,medium
KAZAA,Kamma,medium
KEKKARA,Kamma,medium
KELAM,Kamma,medium
KELLAMPALLI,Kamma,low
KENGUVA,Kamma,medium
KENNA,Kamma,medium
KENNENI,Kamma,medium
KENNINA,Kamma,medium
KESAANI,Kamma,medium
KESAARAPU,Kamma,medium
KESABOYINA,Kapu,medium
KESAMNENI,Kamma,low
KESANA,Kapu,medium
KESANAM,Kamma,medium
KESANI,Kamma,medium
KESAPURAM,Kamma,medium
KESARAJU,Kamma,high
KESARANENI,Kamma,medium
KESARAPU,Kamma,medium
KESARI,Other,medium
KESARIPALLI,Kamma,medium
KESHARAJU,Kamma,high
KESHENA,Kamma,medium
KESINEDI,Kamma,medium
KESINENI,Kamma,medium
KESIREDDY,Reddy,high
KETHANAPALLI,Kamma,low
KETHANENI,Kamma,medium
KETHANI,Kamma,medium
KETHARAJU,Kamma,medium
KETHENA,Kamma,medium
KETHINENI,Kamma,medium
KETHINNI,Kamma,medium
KETINENI,Kamma,low
KHADGAPATHI,Other,low
KHAMBAMPATI,Kamma,medium
KHANAMTHU,Kamma,medium
KHANDE,Kapu,medium
KHAREEDU,Kapu,medium
KIDUNUURU,Kamma,medium
KILAARI,Kamma,medium
KILARAPU,Kamma,medium
KILARI,Kamma,medium
KILARU,Kamma,high
KINJARAPU,Kamma,medium
KINTALI,Kamma,medium
KNCHARLA,Kamma,medium
KOCHARLA,Kamma,medium
KODALI,Kamma,high
KODAMANCHILI,Kamma,medium
KODAN,Kamma,medium
KODANDA,Kshatriya,medium
KODAVALI,Kamma,medium
KODAVATI,Kamma,high
KODE,Kamma,medium
KODEBOINA,Kapu,medium
KODEBOYENA,Kamma,medium
KODEBOYINA,Kamma,medium
KODELA,Kamma,high
KODIBATHINA,Kamma,medium
KODURI,Kamma,medium
KODURU,Kamma,medium
KOGANTI,Kamma,high
KOJJA,Kapu,medium
KOJJARAPU,Kamma,medium
KOKA,Muslim,low
KOKKANDLA,Kamma,medium
KOKKILIGADDA,Kamma,low
KOKKU,SC,medium
KOLA,Kapu,medium
KOLAGANI,Kapu,medium
KOLAKALAPUDI,Kamma,medium
KOLAKALURI,Kamma,medium
KOLALAPUDI,Kamma,low
KOLANTI,Kamma,medium
KOLAPALLI,Kamma,low
KOLAPARTHI,Kamma,medium
KOLASANI,Kamma,high
KOLATAPU,Kamma,medium
KOLATI,Kamma,medium
KOLAVENNU,Kamma,medium
KOLIGAPUDI,Kamma,low
KOLIKAPUDI,Kamma,low
KOLIKONDA,Other,low
KOLIPAKULA,Kapu,medium
KOLISETTY,Vysya,high
KOLLA,Kamma,high
KOLLABATHULA,Kamma,medium
KOLLAPU,Kamma,medium
KOLLEPALLI,Kamma,low
KOLLERU,Kapu,medium
KOLLI,Kamma,high
KOLLIKONDA,Kamma,medium
KOLLIMARLA,Kamma,medium
KOLLIPARA,Kamma,medium
KOLLISETTY,Vysya,high
KOLLOURU,Kamma,medium
KOLLU,Kamma,medium
KOLLURI,Kamma,medium
KOLLURU,Kamma,medium
KOLUKULURI,Kamma,medium
KOLUSU,Kapu,medium
KOMANENI,Kamma,low
KOMARALA,Kamma,medium
KOMARAVALLI,Kamma,medium
KOMARAVOLU,Kamma,medium
KOMARNENI,Kamma,low
KOMAROJU,Kapu,medium
KOMATI,Vysya,high
KOMATINENI,Kamma,high
KOMATLAPALLI,Kamma,low
KOMERISETTI,Vysya,high
KOMINANI,Kamma,medium
KOMINENI,Kamma,low
KOMIRI,Kapu,medium
KOMIRIPALEPU,Kamma,medium
KOMIRISETTY,Vysya,high
KOMMA,Kapu,medium
KOMMALAPATI,Kamma,medium
KOMMALAPATIVASUDEVARAO,Other,medium
KOMMANA,Kapu,medium
KOMMANABOINA,Kapu,medium
KOMMANENI,Kamma,medium
KOMMARAJU,Kamma,medium
KOMMARASETTY,Vysya,high
KOMMAREDDI,Reddy,high
KOMMAREDDY,Reddy,high
KOMMENENI,Kamma,low
KOMMI,Kapu,medium
KOMMINANI,Kamma,medium
KOMMINENI,Kamma,high
KOMMISETTY,Vysya,high
KOMMONENI,Kamma,low
KOMMU,Kapu,medium
KOMMURI,Kamma,medium
KOMMURU,Kamma,medium
KONA,Kapu,medium
KONAGALLA,Kamma,medium
KONAKALA,Kapu,medium
KONAKALLA,Kamma,medium
KONAKANCHI,Kamma,medium
KONAKANDLA,Kamma,medium
KONAMKI,Kamma,medium
KONANKI,Kamma,medium
KONATALA,Kapu,medium
KONATHAM,Kapu,medium
KONCHADA,Kamma,medium
KONDA,Kapu,high
KONDABALA,Kamma,medium
KONDABOLU,Kamma,medium
KONDABROLU,Kamma,medium
KONDALA,Kapu,medium
KONDALARAO,Kshatriya,medium
KONDAMADUGULA,Kamma,medium
KONDAMOODI,Kamma,medium
KONDAMUDI,Kamma,medium
KONDAPALLI,Kamma,medium
KONDAPANENI,Kamma,medium
KONDAPATI,Kamma,high
KONDAPAVULURI,Kamma,medium
KONDASANI,Kamma,medium
KONDAVEETI,Kamma,medium
KONDAVETI,Kamma,medium
KONDEPATI,Kamma,high
KONDEPU,Kapu,medium
KONDEPUDI,Kamma,low
KONDESETTI,Vysya,high
KONDETI,Kamma,medium
KONDI,Kamma,medium
KONDIPARTI,Kamma,medium
KONDIPATI,Kamma,medium
KONDISETTI,Vysya,high
KONDISETTY,Vysya,high
KONDRAGANTI,Other,medium
KONDRAGUNTA,Kamma,medium
KONDRAKUNTA,Kamma,medium
KONDREDDI,Reddy,high
KONDREDDY,Reddy,high
KONDRU,Kapu,medium
KONDUPALLI,Kamma,low
KONDURI,Kamma,high
KONDURU,Kamma,medium
KONEDANA,Kapu,medium
KONEJATI,Kamma,medium
KONENI,Kamma,low
KONERU,Kamma,high
KONETI,Kapu,medium
KONGARA,Kapu,medium
KONIDALA,Kapu,high
KONIDELA,Kapu,medium
KONIJETI,Kapu,medium
KONKA,Kapu,medium
KONKIMALLA,Kamma,medium
KONURI,Kamma,high
KONURU,Kamma,medium
KOORAPATI,Kamma,medium
KOPPAKA,Kamma,medium
KOPPAKULA,Kamma,medium
KOPPARAPU,Kamma,medium
KOPPINEEDI,Kamma,medium
KOPPINENI,Kamma,low
KOPPOKU,Kamma,medium
KOPPOLU,Kamma,medium
KOPPU,Kamma,medium
KOPPULA,Kamma,medium
KOPPURAVURI,Kamma,medium
KOPURI,Kamma,medium
KOPURU,Kapu,medium
KORA,Kapu,medium
KORADA,Kamma,medium
KORAKUTI,Kamma,medium
KORALLA,Kamma,medium
KORAMUTLA,Kamma,medium
KORAVI,Kamma,medium
KORE,Other,medium
KORIMILLI,Kamma,medium
KORIPALLI,Kamma,medium
KORIPELLA,Kamma,medium
KORISEPATI,Kamma,medium
KORITALA,Kamma,high
KORIVI,Kapu,medium
KORLAKUNTA,Kamma,medium
KORLAPATI,Kamma,high
KORLEPARA,Kamma,medium
KORNEPATI,Kamma,medium
KORRA,ST,high
KORRAPAATI,Kamma,medium
KORRAPATI,Kamma,medium
KORRAPOLU,Kamma,medium
KORRAPROLU,Kamma,medium
KORUKONDA,Kamma,medium
KORUPOLU,Kamma,medium
KOSANA,Kamma,medium
